Empresa,Anio,Mes,Periodo,Segmento,Factura_Promedio_COP
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Oficial,1121920.74
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Oficial,866126.16
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Oficial,2216078.46
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Oficial,2180825.33
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Oficial,2657187.56
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Oficial,579825.3
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Oficial,8232855.27
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Oficial,2678819.64
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Oficial,3259979.95
ENEL X COLOMBIA S.A.S. ESP,2025,7,2025-07,Oficial,14887280.0
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Oficial,6031009.43
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Oficial,7546937.36
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,7,2025-07,Oficial,0.0
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,7,2025-07,Oficial,24932244.0
QI ENERGY SAS ESP,2025,7,2025-07,Oficial,22455197.39
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Oficial,64946338.7
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Oficial,2392793.16
TERPEL ENERGIA S.A.S E.S.P,2025,7,2025-07,Oficial,4449899.0
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,7,2025-07,Oficial,10456740.67
VATIA S.A.S. E.S.P.,2025,7,2025-07,Oficial,6130732.15
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Otros,25759199.48
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Otros,42624094.97
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Otros,18879932.46
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Otros,1474334.22
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Otros,3249774.68
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Otros,1134266.82
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Otros,104397780.25
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Otros,17109602.7
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Otros,44467971.56
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Otros,1588610.7
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Otros,1457324.57
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Otros,7694773.84
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Otros,808875.25
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Otros,2290041.99
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Otros,3859022.79
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Otros,7554675.8
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Otros,5661737.59
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Otros,5508722.37
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Otros,0.0
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Otros,2583521.32
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Otros,855712384.89
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Otros,8852700.13
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Otros,101817584.87
QI ENERGY SAS ESP,2025,7,2025-07,Otros,41676366.33
VATIA S.A.S. E.S.P.,2025,7,2025-07,Otros,3269840.32
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,7,2025-07,Total No Residencial,746190.24
AES COLOMBIA & CIA S C A E S P,2025,7,2025-07,Total No Residencial,413235794.43
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Total No Residencial,1760979.77
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Total No Residencial,7166860.2
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Total No Residencial,1531875.21
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Total No Residencial,954537.8
CEMEX ENERGY SAS ESP,2025,7,2025-07,Total No Residencial,182335106.33
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Total No Residencial,614141.89
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Total No Residencial,425876.23
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Total No Residencial,450196.0
COLOMBINA ENERGIA SAS ESP,2025,7,2025-07,Total No Residencial,137445367.2
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Total No Residencial,739571.1
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Total No Residencial,451796.4
COREX ENERGY S.A.S. E.S.P.,2025,7,2025-07,Total No Residencial,159054583.0
DICELER S.A E.S.P.,2025,7,2025-07,Total No Residencial,2819615.86
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Total No Residencial,689082.74
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Total No Residencial,679383.14
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Total No Residencial,515409.43
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Total No Residencial,549046.81
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Total No Residencial,477823.14
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Total No Residencial,467316.53
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Total No Residencial,604382.0
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Total No Residencial,441936.46
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Total No Residencial,403485.41
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Total No Residencial,942980.03
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Total No Residencial,607285.48
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Total No Residencial,984901.79
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Total No Residencial,3876627.57
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Total No Residencial,1302981.64
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Total No Residencial,1362115.36
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Total No Residencial,892062.33
ENEL X COLOMBIA S.A.S. ESP,2025,7,2025-07,Total No Residencial,15806300.77
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Total No Residencial,2439690.61
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Total No Residencial,3406443.17
FRANCA ENERGIA SA ESP,2025,7,2025-07,Total No Residencial,990056972.0
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,7,2025-07,Total No Residencial,0.0
GAP ENERGY GROUP S.A.S ESP,2025,7,2025-07,Total No Residencial,226314747.7
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,7,2025-07,Total No Residencial,28488274.43
ISAGEN S.A. E.S.P.,2025,7,2025-07,Total No Residencial,417580473.06
MESSER ENERGY SERVICES SAS ESP,2025,7,2025-07,Total No Residencial,652862824.0
QI ENERGY SAS ESP,2025,7,2025-07,Total No Residencial,3582087.54
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Total No Residencial,12505508.08
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Total No Residencial,4086857.2
TERPEL ENERGIA S.A.S E.S.P,2025,7,2025-07,Total No Residencial,21386316.78
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,7,2025-07,Total No Residencial,10420200.3
VATIA S.A.S. E.S.P.,2025,7,2025-07,Total No Residencial,3872907.35
BIA ENERGY S.A.S. E.S.P.,2025,8,2025-08,Estrato 1,978326.2
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,8,2025-08,Estrato 1,188674.29
CELSIA COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 1,83613.01
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,8,2025-08,Estrato 1,111748.3
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,8,2025-08,Estrato 1,75820.37
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,8,2025-08,Estrato 1,91260.35
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,8,2025-08,Estrato 1,87529.21
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,8,2025-08,Estrato 1,75290.64
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,8,2025-08,Estrato 1,81647.59
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,8,2025-08,Estrato 1,98820.11
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,8,2025-08,Estrato 1,90711.23
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,8,2025-08,Estrato 1,101464.18
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,8,2025-08,Estrato 1,76186.44
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,8,2025-08,Estrato 1,89137.91
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,8,2025-08,Estrato 1,108176.34
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,8,2025-08,Estrato 1,72019.15
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,8,2025-08,Estrato 1,87805.99
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,8,2025-08,Estrato 1,100830.81
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,8,2025-08,Estrato 1,88654.59
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,8,2025-08,Estrato 1,13361.04
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,8,2025-08,Estrato 1,114697.87
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,8,2025-08,Estrato 1,96441.66
ENEL COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 1,94034.85
ENERBIT S.A.S E.S.P.,2025,8,2025-08,Estrato 1,40418.51
ENERTOTAL S.A. E.S.P.,2025,8,2025-08,Estrato 1,70191.9
VATIA S.A.S. E.S.P.,2025,8,2025-08,Estrato 1,1982865.2
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,8,2025-08,Estrato 2,43858.86
BIA ENERGY S.A.S. E.S.P.,2025,8,2025-08,Estrato 2,4699871.93
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,8,2025-08,Estrato 2,187039.69
CELSIA COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 2,97467.83
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,8,2025-08,Estrato 2,146943.82
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,8,2025-08,Estrato 2,89265.01
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,8,2025-08,Estrato 2,97029.38
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,8,2025-08,Estrato 2,97224.32
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,8,2025-08,Estrato 2,86918.4
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,8,2025-08,Estrato 2,96962.74
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,8,2025-08,Estrato 2,124626.98
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,8,2025-08,Estrato 2,92712.98
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,8,2025-08,Estrato 2,106249.84
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,8,2025-08,Estrato 2,80829.16
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,8,2025-08,Estrato 2,100103.52
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,8,2025-08,Estrato 2,136714.49
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,8,2025-08,Estrato 2,90609.6
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,8,2025-08,Estrato 2,96265.35
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,8,2025-08,Estrato 2,118099.82
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,8,2025-08,Estrato 2,114741.49
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,8,2025-08,Estrato 2,37362.5
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,8,2025-08,Estrato 2,108970.84
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,8,2025-08,Estrato 2,105664.12
ENEL COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 2,102454.12
ENERBIT S.A.S E.S.P.,2025,8,2025-08,Estrato 2,52965.51
ENERTOTAL S.A. E.S.P.,2025,8,2025-08,Estrato 2,232774.52
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,8,2025-08,Estrato 2,8736616.33
VATIA S.A.S. E.S.P.,2025,8,2025-08,Estrato 2,126697.61
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,8,2025-08,Estrato 3,53548.18
BIA ENERGY S.A.S. E.S.P.,2025,8,2025-08,Estrato 3,1809006.32
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,8,2025-08,Estrato 3,235485.88
CELSIA COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 3,94030.98
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,8,2025-08,Estrato 3,164387.56
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,8,2025-08,Estrato 3,91399.65
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,8,2025-08,Estrato 3,96244.51
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,8,2025-08,Estrato 3,97940.9
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,8,2025-08,Estrato 3,96740.25
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,8,2025-08,Estrato 3,108370.82
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,8,2025-08,Estrato 3,140529.37
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,8,2025-08,Estrato 3,101907.63
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,8,2025-08,Estrato 3,107210.87
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,8,2025-08,Estrato 3,80565.89
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,8,2025-08,Estrato 3,110774.77
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,8,2025-08,Estrato 3,163397.25
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,8,2025-08,Estrato 3,88469.67
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,8,2025-08,Estrato 3,101301.3
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,8,2025-08,Estrato 3,135917.17
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,8,2025-08,Estrato 3,151285.37
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,8,2025-08,Estrato 3,114512.31
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,8,2025-08,Estrato 3,105725.15
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,8,2025-08,Estrato 3,113072.72
ENEL COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 3,96291.86
ENERBIT S.A.S E.S.P.,2025,8,2025-08,Estrato 3,77524.57
ENERTOTAL S.A. E.S.P.,2025,8,2025-08,Estrato 3,206124.37
QI ENERGY SAS ESP,2025,8,2025-08,Estrato 3,6896.86
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,8,2025-08,Estrato 3,20915462.8
VATIA S.A.S. E.S.P.,2025,8,2025-08,Estrato 3,156844.61
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,8,2025-08,Estrato 4,75991.62
BIA ENERGY S.A.S. E.S.P.,2025,8,2025-08,Estrato 4,1446875.79
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,8,2025-08,Estrato 4,330077.97
CELSIA COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 4,116137.31
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,8,2025-08,Estrato 4,225911.94
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,8,2025-08,Estrato 4,99870.85
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,8,2025-08,Estrato 4,102439.73
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,8,2025-08,Estrato 4,112045.42
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,8,2025-08,Estrato 4,96963.48
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,8,2025-08,Estrato 4,160419.62
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,8,2025-08,Estrato 4,218500.09
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,8,2025-08,Estrato 4,127888.44
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,8,2025-08,Estrato 4,126738.29
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,8,2025-08,Estrato 4,75818.58
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,8,2025-08,Estrato 4,129275.14
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,8,2025-08,Estrato 4,112080.35
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,8,2025-08,Estrato 4,146953.82
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,8,2025-08,Estrato 4,84978.08
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,8,2025-08,Estrato 4,105200.03
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,8,2025-08,Estrato 4,127463.0
ENEL COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 4,104183.47
ENERBIT S.A.S E.S.P.,2025,8,2025-08,Estrato 4,76609.33
ENERTOTAL S.A. E.S.P.,2025,8,2025-08,Estrato 4,114555.85
QI ENERGY SAS ESP,2025,8,2025-08,Estrato 4,378492.98
RUITOQUE S.A. E.S.P.,2025,8,2025-08,Estrato 4,117964.08
VATIA S.A.S. E.S.P.,2025,8,2025-08,Estrato 4,180330.46
BIA ENERGY S.A.S. E.S.P.,2025,8,2025-08,Estrato 5,683440.12
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,8,2025-08,Estrato 5,411887.17
CELSIA COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 5,171220.44
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,8,2025-08,Estrato 5,324327.6
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,8,2025-08,Estrato 5,106331.58
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,8,2025-08,Estrato 5,92917.34
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,8,2025-08,Estrato 5,127999.48
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,8,2025-08,Estrato 5,89875.87
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,8,2025-08,Estrato 5,293068.11
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,8,2025-08,Estrato 5,147140.89
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,8,2025-08,Estrato 5,147120.27
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,8,2025-08,Estrato 5,86904.86
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,8,2025-08,Estrato 5,258487.42
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,8,2025-08,Estrato 5,118067.98
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,8,2025-08,Estrato 5,140609.18
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,8,2025-08,Estrato 5,148506.54
ENEL COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 5,132929.67
ENERBIT S.A.S E.S.P.,2025,8,2025-08,Estrato 5,206994.26
ENERTOTAL S.A. E.S.P.,2025,8,2025-08,Estrato 5,135575.47
RUITOQUE S.A. E.S.P.,2025,8,2025-08,Estrato 5,159650.24
VATIA S.A.S. E.S.P.,2025,8,2025-08,Estrato 5,227368.82
BIA ENERGY S.A.S. E.S.P.,2025,8,2025-08,Estrato 6,337517.29
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,8,2025-08,Estrato 6,569946.13
CELSIA COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 6,234204.77
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,8,2025-08,Estrato 6,374577.46
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,8,2025-08,Estrato 6,213284.62
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,8,2025-08,Estrato 6,111072.18
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,8,2025-08,Estrato 6,307442.02
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,8,2025-08,Estrato 6,149306.81
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,8,2025-08,Estrato 6,300177.94
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,8,2025-08,Estrato 6,199334.23
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,8,2025-08,Estrato 6,172014.99
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,8,2025-08,Estrato 6,182240.55
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,8,2025-08,Estrato 6,159540.17
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,8,2025-08,Estrato 6,249634.66
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,8,2025-08,Estrato 6,217235.17
ENEL COLOMBIA S.A. E.S.P.,2025,8,2025-08,Estrato 6,181750.17
ENERBIT S.A.S E.S.P.,2025,8,2025-08,Estrato 6,496292.06
ENERTOTAL S.A. E.S.P.,2025,8,2025-08,Estrato 6,286300.07
RUITOQUE S.A. E.S.P.,2025,8,2025-08,Estrato 6,234805.55
VATIA S.A.S. E.S.P.,2025,8,2025-08,Estrato 6,407355.93
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,8,2025-08,Total Residencial,58378.88
BIA ENERGY S.A.S. E.S.P.,2025,8,2025-08,Total Residencial,1767400.85
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,8,2025-08,Total Residencial,203037.88
CELSIA COLOMBIA S.A. E.S.P.,2025,8,2025-08,Total Residencial,96309.75
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,8,2025-08,Total Residencial,144145.47
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,8,2025-08,Total Residencial,84060.38
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,8,2025-08,Total Residencial,96869.37
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,8,2025-08,Total Residencial,100708.74
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,8,2025-08,Total Residencial,84942.32
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,8,2025-08,Total Residencial,88374.12
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,8,2025-08,Total Residencial,123331.37
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,8,2025-08,Total Residencial,97361.96
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,8,2025-08,Total Residencial,110563.46
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,8,2025-08,Total Residencial,80066.73
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,8,2025-08,Total Residencial,99149.71
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,8,2025-08,Total Residencial,118600.5
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,8,2025-08,Total Residencial,76620.46
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,8,2025-08,Total Residencial,99456.34
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,8,2025-08,Total Residencial,110665.54
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,8,2025-08,Total Residencial,92112.74
