Empresa,Anio,Mes,Periodo,Segmento,Factura_Promedio_COP
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Estrato 2,107446.3
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Estrato 2,112528.12
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Estrato 2,79953.91
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Estrato 2,95191.51
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Estrato 2,127521.89
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Estrato 2,82130.6
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Estrato 2,92545.45
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Estrato 2,135871.39
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Estrato 2,163474.05
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Estrato 2,42666.92
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Estrato 2,107166.45
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Estrato 2,99507.21
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 2,106532.22
ENEL X COLOMBIA S.A.S. ESP,2025,7,2025-07,Estrato 2,5054876.5
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Estrato 2,67719.11
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Estrato 2,234076.7
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,7,2025-07,Estrato 2,25264873.0
QI ENERGY SAS ESP,2025,7,2025-07,Estrato 2,227678.0
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Estrato 2,1844829.57
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,7,2025-07,Estrato 2,8288588.33
VATIA S.A.S. E.S.P.,2025,7,2025-07,Estrato 2,72657.1
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,7,2025-07,Estrato 3,73743.88
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Estrato 3,221736.57
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Estrato 3,1682227.51
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Estrato 3,221043.38
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 3,92402.05
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Estrato 3,147489.59
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Estrato 3,88868.81
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Estrato 3,95181.47
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Estrato 3,92439.9
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Estrato 3,93175.16
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Estrato 3,100461.63
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Estrato 3,129074.75
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Estrato 3,106787.79
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Estrato 3,109242.94
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Estrato 3,116267.72
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Estrato 3,78509.32
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Estrato 3,107246.86
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Estrato 3,148013.81
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Estrato 3,81384.41
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Estrato 3,97953.32
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Estrato 3,161987.29
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Estrato 3,182513.25
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Estrato 3,159048.88
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Estrato 3,102991.5
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Estrato 3,107371.75
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 3,98979.72
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Estrato 3,83325.05
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Estrato 3,207169.97
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,7,2025-07,Estrato 3,0.0
QI ENERGY SAS ESP,2025,7,2025-07,Estrato 3,17189.29
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Estrato 3,806836.14
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,7,2025-07,Estrato 3,19421292.4
VATIA S.A.S. E.S.P.,2025,7,2025-07,Estrato 3,136867.71
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,7,2025-07,Estrato 4,130530.35
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Estrato 4,302912.28
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Estrato 4,1316315.4
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Estrato 4,309646.92
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 4,115536.76
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Estrato 4,194752.16
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Estrato 4,96397.55
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Estrato 4,100790.38
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Estrato 4,103434.56
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Estrato 4,95631.74
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Estrato 4,146871.32
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Estrato 4,196364.7
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Estrato 4,134564.54
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Estrato 4,127728.18
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Estrato 4,186879.0
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Estrato 4,72714.53
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Estrato 4,128122.01
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Estrato 4,100302.73
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Estrato 4,181861.18
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Estrato 4,98550.16
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Estrato 4,105453.5
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Estrato 4,124186.04
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 4,102577.97
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Estrato 4,75569.14
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Estrato 4,115788.74
QI ENERGY SAS ESP,2025,7,2025-07,Estrato 4,424875.67
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Estrato 4,121488.0
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Estrato 4,840244.2
VATIA S.A.S. E.S.P.,2025,7,2025-07,Estrato 4,160955.43
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Estrato 5,359927.95
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Estrato 5,750984.25
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Estrato 5,385004.73
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 5,171376.71
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Estrato 5,287408.4
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Estrato 5,101741.98
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Estrato 5,94758.43
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Estrato 5,123454.84
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Estrato 5,111444.9
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Estrato 5,265905.37
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Estrato 5,154927.51
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Estrato 5,143486.64
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Estrato 5,82560.24
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Estrato 5,209592.92
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Estrato 5,112323.21
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Estrato 5,137956.55
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Estrato 5,145160.62
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 5,138287.16
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Estrato 5,202789.16
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Estrato 5,137963.75
QI ENERGY SAS ESP,2025,7,2025-07,Estrato 5,142065.0
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Estrato 5,146919.73
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Estrato 5,359991.09
VATIA S.A.S. E.S.P.,2025,7,2025-07,Estrato 5,199890.5
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Estrato 6,525171.49
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Estrato 6,268301.4
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Estrato 6,564240.87
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 6,233394.98
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Estrato 6,320318.13
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Estrato 6,208155.43
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Estrato 6,112699.64
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Estrato 6,291903.67
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Estrato 6,152324.69
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Estrato 6,254817.95
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Estrato 6,210565.96
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Estrato 6,169445.36
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Estrato 6,154591.99
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Estrato 6,157362.21
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Estrato 6,244803.48
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Estrato 6,209780.07
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Estrato 6,185329.98
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Estrato 6,479340.78
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Estrato 6,286779.1
QI ENERGY SAS ESP,2025,7,2025-07,Estrato 6,430368.25
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Estrato 6,211736.6
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Estrato 6,1258804.57
VATIA S.A.S. E.S.P.,2025,7,2025-07,Estrato 6,362678.49
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,7,2025-07,Total Residencial,84297.49
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Total Residencial,220555.52
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Total Residencial,1680137.28
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Total Residencial,190704.63
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Total Residencial,94001.03
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Total Residencial,132088.83
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Total Residencial,80067.59
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Total Residencial,95963.99
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Total Residencial,94903.64
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Total Residencial,82032.04
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Total Residencial,81723.35
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Total Residencial,113952.21
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Total Residencial,101724.59
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Total Residencial,112232.4
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Total Residencial,79717.78
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Total Residencial,78635.01
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Total Residencial,94281.4
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Total Residencial,110594.33
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Total Residencial,68621.61
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Total Residencial,99593.19
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Total Residencial,125981.41
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Total Residencial,133518.99
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Total Residencial,56728.39
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Total Residencial,112836.21
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Total Residencial,107215.58
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Total Residencial,105665.17
ENEL X COLOMBIA S.A.S. ESP,2025,7,2025-07,Total Residencial,5054876.5
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Total Residencial,126910.63
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Total Residencial,156171.58
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,7,2025-07,Total Residencial,0.0
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,7,2025-07,Total Residencial,25264873.0
QI ENERGY SAS ESP,2025,7,2025-07,Total Residencial,360685.43
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Total Residencial,154527.3
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Total Residencial,1245880.3
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,7,2025-07,Total Residencial,11562913.06
VATIA S.A.S. E.S.P.,2025,7,2025-07,Total Residencial,199497.52
AES COLOMBIA & CIA S C A E S P,2025,7,2025-07,Industrial,404390514.47
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Industrial,11416991.47
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Industrial,17530642.9
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Industrial,14309418.33
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Industrial,5726525.32
CEMEX ENERGY SAS ESP,2025,7,2025-07,Industrial,201924173.5
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Industrial,2631882.9
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Industrial,880449.75
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Industrial,2355746.77
COLOMBINA ENERGIA SAS ESP,2025,7,2025-07,Industrial,200803557.8
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Industrial,2729180.58
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Industrial,1251934.28
DICELER S.A E.S.P.,2025,7,2025-07,Industrial,12367028.0
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Industrial,4348486.56
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Industrial,3512842.21
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Industrial,5683822.84
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Industrial,996196.8
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Industrial,3464301.24
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Industrial,2744470.8
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Industrial,4269509.68
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Industrial,1286556.64
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Industrial,143038.85
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Industrial,4543300.03
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Industrial,2864389.2
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Industrial,607106.52
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Industrial,9817895.96
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Industrial,6115255.39
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Industrial,7525452.01
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Industrial,2533582.04
ENEL X COLOMBIA S.A.S. ESP,2025,7,2025-07,Industrial,32225648.64
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Industrial,4402251.01
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Industrial,7508433.28
FRANCA ENERGIA SA ESP,2025,7,2025-07,Industrial,990056972.0
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,7,2025-07,Industrial,0.0
GAP ENERGY GROUP S.A.S ESP,2025,7,2025-07,Industrial,226314747.7
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,7,2025-07,Industrial,27849200.0
ISAGEN S.A. E.S.P.,2025,7,2025-07,Industrial,433679707.51
MESSER ENERGY SERVICES SAS ESP,2025,7,2025-07,Industrial,1294164260.0
QI ENERGY SAS ESP,2025,7,2025-07,Industrial,7509847.94
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Industrial,68374023.21
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Industrial,14018593.71
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,7,2025-07,Industrial,13865676.67
VATIA S.A.S. E.S.P.,2025,7,2025-07,Industrial,8618967.61
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,7,2025-07,Comercial,745244.42
AES COLOMBIA & CIA S C A E S P,2025,7,2025-07,Comercial,497265954.0
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Comercial,1242676.28
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Comercial,4527151.82
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Comercial,1075517.68
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Comercial,556566.11
CEMEX ENERGY SAS ESP,2025,7,2025-07,Comercial,25622569.0
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Comercial,450890.78
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Comercial,289789.57
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Comercial,359430.12
COLOMBINA ENERGIA SAS ESP,2025,7,2025-07,Comercial,15896926.0
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Comercial,485845.29
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Comercial,300095.07
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Comercial,455891.6
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Comercial,522681.7
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Comercial,332547.77
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Comercial,415032.1
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Comercial,244136.03
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Comercial,277031.51
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Comercial,388760.23
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,7,2025-07,Comercial,326789.36
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,7,2025-07,Comercial,254134.48
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,7,2025-07,Comercial,568240.46
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,7,2025-07,Comercial,395667.59
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,7,2025-07,Comercial,670911.92
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,7,2025-07,Comercial,2837981.03
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,7,2025-07,Comercial,785566.86
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,7,2025-07,Comercial,670563.5
ENEL COLOMBIA S.A. E.S.P.,2025,7,2025-07,Comercial,559682.29
ENEL X COLOMBIA S.A.S. ESP,2025,7,2025-07,Comercial,11375271.77
ENERBIT S.A.S E.S.P.,2025,7,2025-07,Comercial,2273954.43
ENERTOTAL S.A. E.S.P.,2025,7,2025-07,Comercial,2199707.07
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,7,2025-07,Comercial,0.0
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,7,2025-07,Comercial,28716326.67
ISAGEN S.A. E.S.P.,2025,7,2025-07,Comercial,309357841.44
MESSER ENERGY SERVICES SAS ESP,2025,7,2025-07,Comercial,11561388.0
QI ENERGY SAS ESP,2025,7,2025-07,Comercial,2689109.72
RUITOQUE S.A. E.S.P.,2025,7,2025-07,Comercial,5612816.61
SOL & CIELO ENERGIA SAS ESP,2025,7,2025-07,Comercial,4513587.01
TERPEL ENERGIA S.A.S E.S.P,2025,7,2025-07,Comercial,21473170.21
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,7,2025-07,Comercial,10136391.87
VATIA S.A.S. E.S.P.,2025,7,2025-07,Comercial,3179656.15
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,7,2025-07,Oficial,1043176.0
AIR-E S.A.S. E.S.P.,2025,7,2025-07,Oficial,4538448.62
BIA ENERGY S.A.S. E.S.P.,2025,7,2025-07,Oficial,3073506.38
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,7,2025-07,Oficial,2466487.99
CELSIA COLOMBIA S.A. E.S.P.,2025,7,2025-07,Oficial,1686595.08
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,7,2025-07,Oficial,1372702.12
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,7,2025-07,Oficial,1026425.86
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,7,2025-07,Oficial,559563.14
COLOMBINA ENERGIA SAS ESP,2025,7,2025-07,Oficial,306848179.0
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,7,2025-07,Oficial,2153549.92
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,7,2025-07,Oficial,824200.13
COREX ENERGY S.A.S. E.S.P.,2025,7,2025-07,Oficial,159054583.0
DICELER S.A E.S.P.,2025,7,2025-07,Oficial,2649126.36
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,7,2025-07,Oficial,1861116.63
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,7,2025-07,Oficial,1316772.43
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,7,2025-07,Oficial,1963713.34
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,7,2025-07,Oficial,1393114.55
EMPRESA DE ENERGIA DE ARAUCA,2025,7,2025-07,Oficial,2406811.98
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,7,2025-07,Oficial,741802.84
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,7,2025-07,Oficial,1599089.17
